Unnamed: 0,Company,Title,Career,Mainjob,Qualified,Preference,Welfare,Skill,Tag,Deadline,Location,URL
10,씨제이 올리브영 올리브영,콘텐츠 프로 덕트팀 회원 콘텐츠,,회원 가입 로그인 탈퇴 서비스 개선 기획 회원 로그인 관련 대응 고객 설문 서비스 기획 운영 멤버십 서비스 포인트 관련 기획 운영 이메일 문자 알림 톡등 알림 서비스 프로젝트 진행 메시지 발송 플랫폼 운영 관리,자격 요건 회원 알림 멤버십 서비스 기획 회원 알림 멤버십 관련 고객 운영 대응 통합 알림 이메일 문자 알림 서비스 기획 프로젝트 관리 논리 사고 커뮤니케이션 개발 구조 데이터 구조 이해 주도 진행,우대 사항 회원 멤버십 알림 서비스 관련 메일 서비스 관련 회원 백오피스 서비스 관련 데이터 분석 안내 사항 전형 안내 서류 전형 인터뷰 인터뷰 처우 전형 건강검진 합격 채용 합격 경우 개월 습기 적용 직무 면접 방식 프로세스 변경 내용 허위 사실 확인 경우 채용 취소 서류 공고 전형 종료 공고 개월 이내 권장,혜택 복지 그룹 열사 인프라 할인 카페테리아 포인트 현금 복지 포인트 혜택 개인 사용 직원 국내 콘도 해외여행 종합 건강검진 의료 주택 자금 대출 이자 자녀 학자금 장기 휴가 경조사 본인 배우자 출산 선물 난임 부부 시술 장애 자녀 양육비 이외 복지 복리 후생 열사 복지 기준 적용,,휴가 의료 건강검진 편의 시설 자기계발 수평 조직 설립 선도 기업인,마감 일상 채용,서울특별시 용산구 한강대로,https://www.wanted.co.kr/wd/216955
11,인터파크 트리플,패키지 기획 담당자,,투어 서비스 패키지 여행 프로덕트 관련 유저 화면 개선 서비스 운영 어드민 기능 기획 요구사항 발견 정의 유관 부서 시장조사 고객 피드백 데이터 요구사항 발견 정의 기능 정의 순위 정렬 요구사항 구체화 프로젝트 관련 기능 부서 유관 부서 커뮤니케이션 프로젝트 관리 프로젝트 진행 상황 관리 조율 데이터 서비스 분석 데이터 로깅 기능 오픈 목적 지표 추적 관리 동료 메세지 질문 고민 방법 개발자 결과 사업 멤버 분위기 진행 화합 중요시 애자 문화 머리 아이디어 생각 실제 구현 즐거움 동료 협업 서로 자극 성장,자격 요건 기획 보유 커뮤니케이션 협업 보유 데이터 분석 기능 기획 보유 시장 동향 경쟁 분석 통해 제품 전략 수립,우대 사항 패키지 항공 숙박 투어 티비 투어 부문 보유 애자 방식 프로젝트 진행,혜택 복지 전형 절차 안내 서류 전형 과제 테스트 면접 면접 처우 협의 입사 포지션 전형 운영 일정 상황 변동 사항 판교 사옥 이전 예정 포지션 평판 조회 전형 추가 내용 허위 사실 발견 경우 채용 취소 국가 보훈 대상자 장애인 관련 법령 의거 우대 채용 절차 진행 구직 수령 서류 구직 자의 채용 확정 이후 보관 이후 파기 복리 후생 자율 출근 운영 출퇴근 체크 원격 무제 운영 슈가 데이 조기 퇴근 생일 휴가 생일 축하 상당 복지 포인트 사내 카페테리아 명절 상여금 매달 간식 프리미엄 건강검진 질병 상해 발생 의료 마음 건강 사내 심리 상담 사내 동호회 스터디 활동 직무 관련 컨퍼런스 외부 교육 참여 직계 가족 실손 보험 가입 사비 조휴 연차 육아 휴가 보육비 법인 콘도,,의료 편의 시설 건강검진 원사 동호회 커피 스낵바 보너스 상위 설립 선도 기업,마감 일상 채용,경기도 성남시 분당구 분당내곡로 그레이 판교,https://www.wanted.co.kr/wd/236351
12,샌드박스 네트워크,팬덤 플랫폼 서비스 기획 운영,,플랫폼 서비스 기획 운영 활성화 전략 수립 플랫폼 운영 핵심 지표 설정 모니터링 오프라인 활성화 프로그램 기획 실행 사용자 개선 요건 취합 피드백 관리,자격 요건 플랫폼 서비스 기획 운영 팬덤 문화 크리에이터 이해도 변화 콘텐츠 트렌드 매체 이해도 외부 부서 협업 커뮤니케이션 목적 의식 가지 문제 해결,우대 사항 대중 화제 성공 콘텐츠 프로젝트 기획 커뮤니티 오프라인 이벤트 기획 사용 협업,혜택 복지 샌드박스 복지 제도 마음 종합 건강검진 사유 상담 통해 마음 심리 상담 서비스 직원 단체 보험 사고 치료 최대 만원 상당 중소기업 소득세 즐거움 중식 비원 일가 피치 야근 경우 식비 교통비 콘텐츠 트렌드 플랫폼 선택 시청 플랫폼 구독 샌드박스 경조사 원금 경조 휴가 교육 통해 교육비 회사 일만 사람 취미 활동 사내 동호회 재택 근무 출근 사이 출근 근무 조건 근무 형태 정규직 최종 합격 협의,,설립 건강검진 자기계발 원사 동호회 단체 보험 유망 산업 유연 근무 상위,마감 일상 채용,서울시 용산구 서빙고로 센트럴 파크 타워,https://www.wanted.co.kr/wd/233478
13,밀리 서재,웹툰 웹소설 플랫폼 기획,,포지션 장르 사업 본부 장르 사업 소속 밀리 서재 준비 중인 신규 웹툰 웹소설 플랫폼 전반 기획 수행 콘텐츠 구매 감상 플랫폼 특성 결제 장바구니 쿠폰 프로모션 상품 정책 정의 서비스 기획 고객 관점 신규 서비스 전체 흐름 고려 프론트 운영 고려 기획,자격 요건 콘텐츠 서비스 기획 최소 주도 논리 커뮤니케이션 유관 부서 운영 부서 디자이너 개발자 협업 서비스 구축 운영 서비스 활성화 의견 적극 제시,우대 사항 콘텐츠 서비스 회사 더욱 데이터 설계 분석 기획 더욱 웹툰 웹소설 서비스 더욱 제출 서류 기술 포함 이력서 필수 제출 사항 이력서 성과 구체 명시 실무 담당 바탕 작성 형식 권장 전형 과정 서류 전형 면접 직무 면접 임원 처우 협의 최종 합격 면접 진행 위해 사전 과제 요청 드릴,혜택 복지 밀리 밀리 방식 만듭니 추구 시행착오 실수 인정 결과 만들기 위해 학습 동료 도전 밀리 비밀 소통 공유 수평 동료 신뢰 존중 동료 신뢰 퍼포먼스 유지 합리 모든 제도 밀리 자율 상대평가 최고 보상 경청 논란 일이 생각 근무 환경 복리 후생 스타일 출근 퇴근 스타일 조절 집중 근무 집중 충전 매월 수요일 전사 휴식 생일 식구 선물 생일 유급 휴가 동료 응원 동료 여행 경비 매달 문화 행사 밀리 투게더 운영 회식 일터 만들기 위해 다방면 점심 식사 야근 저녁 식사 비용 회사 현황 사적 공유 밀리 리뷰 통해 회사 궁금증 해소 밀리 서재 주요 개발 언어 프론트엔드 백엔드 안드로이드 데이터 베이스 인프라 밀리 서재 다양성 존중 취업규칙 통해 출신 성별 나이 장애 인종 종교 가족 형태 정체 일체 차별 금지 입사 과정 사실 은폐 거나 허위 내용 작성 진술 경우 채용 취소 장애인 국가 유공 관계 법령 우대 밀리 서재 계약 기간 개월 운영,,유급 휴가 자기계발 설립 선도 기업 상위 인원,마감 일상 채용,서울시 마포구 양화로 세아 타워,https://www.wanted.co.kr/wd/235352
14,버스 컴퍼니,프로 기획,신입,프로 기획 출시 전반 프로세스 참여 사업 전략 순위 도출 구체화 서비스 고도화 신규 개선 기능 프론트 어드민 기획 정책 정의 포함 화면 설계서 작성 프로젝트 진행 출시 관리 프로 이용 고객 전반 설계 의도 서비스 출시 구현 프로세스 퀄리티 관리 프로 프로세스 관련 이해관계자 이슈 파악 해결 주요 환경 프로젝트 일정 집중 시기 존재,자격 요건 학력 무관 전공 무관 신입 서비스 초기 단계 참여 점진 개선 통해 프로덕트 성장 보유 고객 문제 정의 해결 제안 경계 구분 서비스 책임감 애정 분필 상대방 파악 대응 고객 지향성 긍정 적극 이슈 해결 주도 미션 목표 달성 위해 상황 결과 끈기 논리 체계 사고 히스토리 산출 문서 공유 통해 성과 기여 노력 과제 테스트 해당 관련 포트폴리오 사전 제출 필수 검토 결과 면접 진행 결정 자유 양식 과제 발제 요구사항 정의 기획 설계 서비스 릴리 과정 참여 정도 본인 역할 개선 목적 포인트 주요 성과 인사이트 포함,우대 사항 프로 요구사항 제안 출시 전체 프로세스 관리 보유 모바일 커뮤니티 커머스 플랫폼 솔루션 프로 기획 설계 보유 이슈 이해관계 적극 해결 서비스 운영 정책 설계 보유 프로젝트 수행 환경 개발 디자인 협업 보유 데이터 분석 커뮤니케이션 문제 해결 외국어 영어 일본어 등로 선택 과제 제출 우대 버스 서비스 버스 계정 설문 쿠폰 멤버십 공통 솔루션 평가 개선 사항 제안 자유 형식,혜택 복지 혜택 복지 버스 컴퍼니 구성원 몰입 동기부여 도움 위해 복리 후생 근무 환경 만들기 위해 지속 연구 버스 컴퍼니 구성원 안정 생각 대출 이자 최대 만원 신용 대출 일반 대출 주택 담보 대출 자금 대출 이자 보육료 정부 보육료 어린이집 추가 만원 복지 포인트 단체 상해 보험 치과 보험 직원 부담 비용 가족 구성원 형태 의료 건강검진 매년 건강검진 짝수 년도 가족 명도 추가 개인 운동 만원 한도 운동 심리상담 서비스 위로 무료 심리상담 서비스 버스 컴퍼니 구성원 여유 생각 복지 포인트 일상생활 사용 복지 포인트 만원 휴양 시설 제휴 리조트 회원 가로 이용 휴가 근시 마다 휴가 만원 휴가 무제한 연차 휴가 일수 제한 무제한 연차 휴가 사용 연차 사용 보너스 팀내 구성원 법정 연차 소진 연차 사용 보너스 만원 경조사 기쁨 슬픔 화환 조휴 신규 입사 환영 이벤트 팀워크 고취 위해 축하 이벤트 버스 컴퍼니 구성원 개인 수행 영역 사용 복지 포인트 만원 어학 글로벌 향상 위해 어학 교육 비용 만원 재택 기기 재택근무 환경 향상 위해 기기 구입 비용 만원 기술 트렌드 습득 해외 연수 참가 비용 자율 출퇴근 근무시간 자율 출퇴근시간 결정 야근 휴일 교통비 야근 퇴근 휴일 출근 교통비 식대 사옥 구내식당 중석 비용 일부 사항 모든 신규 입사 온보딩 개월 진행 프로그램 기간 급여 복리 후생 차등 최종 평가 결과 사내 기준 부합 경우 채용 취소 장애인 국가 보훈 대상자 관련 의거 우대 제출 자료 채용 프로세스 전반 허위 사실 발견 경우 채용 취소 채용 프로세스 서류 전형 제출 서류 실무 직책 담당자 검토 과제 테스트 직무 특성 별도 과제 기술 포트폴리오 제출 테스트 진행 실무 면접 실무 직책 해당 수행 관련 인터뷰 진행 조직 합성 면접 하이브 방식 자의 사항 부합 피플 상호 확인 인터뷰 리더 면접 조직 담당 리더 진행 회사 공유 종합 포지션 적합 확인 처우 협의 최종 합격 서류 면접 전형 합격 대상 이후 처우 입사 협의 진행 채용 확정 최종 단계 국가 법인 차이 세부 사항 입사 상세 안내 해당 채용 수시 채용 형식 모든 면접 일대일 다대 일로 진행 최대 가량 소요,,복지 포인트 자기계발 보너스 장비 건강검진 어린이 의료 재택근무 무제한 연차 휴가 비주 차지 상위 설립 인원,마감 일상 채용,경기도 성남시 분당구 분당내곡로 판교 테크 타워,https://www.wanted.co.kr/wd/156813
15,카카오 페이 손해 보험,서비스 기획,,플랫폼 스쿼드 합류 플랫폼 관점 보험 상품 서비스 최적 상품 탐색 담당 도메인 목표 제시 운영 상의 문제점 파악 프로덕트 지속 개선 담당 영역 대해 전체 방향성 운영 방안 정책 기능 정의 통해 서비스 구현,자격 요건 동료 서비스 기획 사업 법무 마케팅 이해관계 부서 협업 커뮤니케이션 프로덕트 고도화 위해 가설 수립 실험 통해 결과 검증 발전 데이터 분석 통해 담당 도메인 발전,우대 사항 더욱 도메인 인사이트 바탕 도전 프로 초기 기획 구축 운영 모니터링 주도 참여 성장 성장 변화 환경 본인 강점 발현,혜택 복지 크루 복지 안식 휴가 마다 유급 휴가 휴가 의료 실비 단체 상해 보험 본인 배우자 자녀 본인 배우자 부모 복리 후생 포인트 만원 대학생 자녀 학자금 연간 천만원 한도 실비 대출 이자지 최대 한도 기준 명절 선물 명절 연휴 전날 단축 근무 생일 축하 본인 생일 단축 근무 건강검진 독감 예방접종 도서 구매 무제한 최신 최고급 개인,,건강검진 휴가 비유 휴가 유연 근무 위인 설립,마감,경기도 성남시 분당구 판교역 백현동 알파 타워,https://www.wanted.co.kr/wd/234804
16,나무 비트 증권 플러스,서비스 기획 스테이 서비스 블록 체인 신규 서비스 기획,,서비스 기획 역할 담당 서비스 런칭 비트 스테이 서비스 기획 리서치 운영 블록 체인 신규 서비스 리서치 설계 기획 개발자 디자이너 회사 외부 이해 관계자 커뮤니케이션 협업,자격 요건 웹앱 서비스 기획 프로젝트 리딩 투자 금융 서비스 이용 보신 주도 문제점 구체화 의사소통 프로젝트 드라이빙 이해 관계자 협업 부서 소통 분야 대해 능동 학습 논리 토론,우대 사항 블록 체인 관련 서비스 기획 설계 분야 두려움 주도 블록 체인 생태계 관심 대중 설명 융합 관심 체인 데이터 분석 도구 이용 화면 설계 이용 데이터 탐구 활용 사용 생각 영문 리서치 영어 의사소통 서비스 운영 정책 수립 운영 프로세스 고도화 사항 블록 체인 관련 지식 관심 본인 강점 상세 이력 효과 소개 이력서 포트폴리오 형태 통해 본인 자료 제출 주민 번호 현재 희망 민감 개인정보 삭제 마스 제출 시기 공통 자격 해외 여행 결격 사유 채용 절차 서류 전형 전화 인터뷰 면접 면접 처우 협의 최종 합격 전형 상황 일정 변경 내용 허위 사실 경우 지원이 취소 국가 유공 장애인 취업 보호 대상자 관계 법령 우대 포지션 합격 경우 개월 수습 기간 적용 채용정보 채용 인원 고용 형태 정규직 채용 유형 근무 지역 서울시 서초구 강남대로 공고 기간 채용 채용 완료 조기 마감,혜택 복지 점심 식대 매월 만원 저녁 식대 팀별 회식비 통신비 매월 만원 포괄 임금 운영 초과 근로 수당 국내외 컨퍼런스 교육 참여 도서 포함 대여 구매 최고 장비 우수 인재 추천 직원 본인 포함 본인 배우자 가족 직계 존비속 포함 실손 의료 보험 치과 진료 보장 가입 직원 본인 생명보험 가입 매년 만원 상당 종합 건강검진 본인 포함 가족 만원 주택 자금 목적 사내 대출 경조사 휴가 조비 물품 추석 명절 선물 직장 어린이집 운영 심리상담 국내 최고급 휴양 소아 파라스 파라 이용 멤버십 할인 적용 근속 마다 안식 휴가 부여 휴무 휴일 제외 연간 만원 한도 복지 카드,,유망 산업 건강검진 어린이 대출 통신비 대지 상위 설립 선도 기업인,마감 일상 채용,서울시 강남구 테헤란로 미림 타워,https://www.wanted.co.kr/wd/226522
17,넥슨코리아,슈터 본부 모바일 서비스 기획,,서든어택 낙원 아크 레이더스 넥슨 슈팅 게임 모바일 서비스 기획 담당 외부 관리자 서비스 효율 관리 백오피스 시스템 구축 게임 서비스 이벤트 프로모션 기획 게임 시너지 시스템 컨텐츠 설계 서비스 지표 데이터 수집 분석 서비스 효과 측정 해결 제시,자격 요건 긍정 적극 성향 협업 논리 사고 기획 그림 제안 시도,우대 사항 게임 산업 이해도 지표 데이터 분석 서비스 개선 신규 서비스 런칭 운영 모바일 서비스 출시 운영 데이터 분석 설계 협업툴 사용 의지 열정 영어 커뮤니케이션 문서 작성,혜택 복지 마일리지 보육 시설 카페테리아 사내 식당 셔틀버스 도전 창의 자극 문화 참여 동호회 넥슨 포럼 운영 공유 개인 강화 직무 교육 어학 교육 내외 교육 복지 혜택 프로그램 개발 운영 넥슨 복지,,자기계발 편의 동호회 유망 산업 유연 근무 상위 설립 선도 기업인,마감 일상 채용,경기도 성남시 분당구 판교로 번길 넥슨,https://www.wanted.co.kr/wd/226731
18,라포 스퀸잇,총무 담당자,,조직 유무 자산 도입 검토 구매 관리 운영 일부 포함 사내 인프라 환경 관리 개선 소모품 비품 구매 관리 조직 성장 단계 전략 구매 진행 자산 관리 프로세스 정비 구성원 복지 제도 기획 운영 유지 보수 관련 계약 진행,자격 요건 총무 경영 실무 보유 총무 전반 이해 분야 노하우 능동 내부 해결 전사 구성원 커뮤니케이션 관점 구성원 기획 거나 운영 인프라 조성,우대 사항 스타트업 가지 마무리 기존 관념 매몰 사고,혜택 복지 근무 환경 개인 법인 카드 식대 유연 근무 제도 운영 최신 노트북 모니터 모션 데스크 무제한 간식 휴가 전사 겨울방학 별도 결재 승인 자율 휴가 제도 경조사 조휴 화환 건강 관리 단체 상해 보험 실손 의료 포함 정기 건강검진 계발 관련 도서 외부 교육 컨퍼런스 세미나 웨비 가정 양립 제도 사내 대출 제도 운영 주택 자금 대출 이자 출산 축하 육아 원금 만원 자녀 입학 유급 휴가 개월 육아휴직 사용 법적 의무 기간 추가,,의료 커피 스낵바 대지 유급 휴가 육아휴직 건강검진 장비 휴가 산업 기능 요원 보너스 상위 설립 누적 투자,마감 일상 채용,서울특별시 강남구 테헤란로 코스모 대치 타워,https://www.wanted.co.kr/wd/235639
19,샌드박스 네트워크,오피스 운영 서비스 담당자,,공간 시설 오피스 환경 전반 운영 기획 구성원 몰입 미화 렌탈 도급 업체 관리 오피스 서비스 운영 화환 명절 선물 이벤트 총무성 복리 후생 기획 운영 전반 총무 수행,자격 요건 사무 공간 운영 관련 외부 협업 커뮤니케이션 회사 동료 마음 변화 대처 긍정 마인드 회복 탄력성,우대 사항 적극 커뮤니케이션 크리에이터 콘텐츠 호기심 사랑 스타트업 엔터테인먼트 업계 사용 협업,혜택 복지 샌드박스 복지 제도 마음 종합 건강검진 사유 상담 통해 마음 심리 상담 서비스 직원 단체 보험 사고 치료 최대 만원 상당 중소기업 소득세 즐거움 중식 비원 일가 피치 야근 경우 식비 교통비 콘텐츠 트렌드 플랫폼 선택 시청 플랫폼 구독 샌드박스 경조사 원금 경조 휴가 교육 통해 교육비 회사 일만 사람 취미 활동 사내 동호회 재택 근무 출근 사이 출근 근무 조건 근무 형태 정규직 최종 합격 협의,,설립 건강검진 자기계발 원사 동호회 단체 보험 유망 산업 유연 근무 상위,마감 일상 채용,서울시 용산구 서빙고로 센트럴 파크 타워,https://www.wanted.co.kr/wd/233483
20,,피플 총무 경영 매니저,,구성원 사용 장비 공간 최고 효율 내부 환경 구축 오피스 시설 자산 관리 사내 규정 규칙 수립 개정 트러블 슈팅,자격 요건 총무 전반 대해 노하우 인프라 기본 이해도 보유 오피스 구글 스프레드시트 활용 어려움 구조 문제해결 방법 선호 커뮤니케이션 주도 성향 가지 완결 추구,우대 사항 오피스 인테리어 사옥 이전 환경 개선 지속 관심 문제해결 의지,혜택 복지 성장 몰입 도움 가능성 약속 마음껏 성장 도서 강의 예산 제한 간식 커피 양제 마음 종합 건강검진 유급 본인 직계 가족 반려동물 의료 심리상담 팀원 건강 운동 생일 생일 선물 경조 휴가 경조 물품 가족 휴가 출산 휴가 아기 시차 출퇴근 운영 신규 입사 소프트 랜딩 버디 제도 브랜드 쉐어 세션 팀원 랜덤 런치 연합 회식 운영 위해 신규 입사 웰컴 기프트 자사 제품 구매 직원 할인 연차 사용 단위 연차 사용 야근 야근 저녁 식대 귀가 택시 뷰티 유망 산업 성장 수평 조직 문화 통해 자율 복장 허용 주차 편의 시설 직원 근무 환경 조성,,의료 건강검진 커피 스낵바 자기계발 장비 설립 유연 근무 편의 시설 유망 산업 출산휴가 업계 평균 육아휴직 인원 장임 직원 할인 인원,마감 일상 채용,서울특별시 강남구 테헤란로 삼성동 파르 나스 타워,https://www.wanted.co.kr/wd/234274
21,,,신입,신규 커머스 사업 프로 리드 문제 정의 실험 설계 실행 문제해결 프로 로드맵 관리 주요 이해관계자,자격 요건 스타트업 문제 도감 해결 내부 직원 파트너 고객 과거 직무 수행 필수 필요 고객 내부 직원 파트너 적극 커뮤니케이션 현장 문제 실행 문제 해결,혜택 복지 재택근무제 자율 출퇴근 운영 생일 생일 휴가 상품권 증정 최고 사양 노트북 신품 복지 포인트 만원 포인트 복리 후생 목적 용도 사용 체력 도서 구매 만원 조휴 경조사 발생 사유 휴가 종합 검진 본인 가족 레쉬 휴가 장기 년수 연차 별도 휴가 부여,복지 정보,,장비 재택근무 설립 선도 기업 상위 인원 복지 포인트 건강검진,마감 일상 채용,서울특별시 서초구 강남대로 빌딩 층층,https://www.wanted.co.kr/wd/192979
22,룰루 메딕,서비스 기획,신입,어시스트 카드 룰루 메딕 고도화 작업 프로 운영 구축 작성 경쟁 유사 서비스 분석 인사이트 도출 적용 데이터 분석 프로덕트 개선 고도화 신규 서비스 확장 발굴 적용 시나리오 설계 실행,자격 요건 문제 해결 의지 이해관계자 커뮤니케이션 이해도 바탕 디자이너 협업 보유 개발 디자인 사업 협업 보유 커머스 보험 도메인,우대 사항 플랫폼 구축 운영 활용 협업 리딩 엑셀 기초 데이터 취합 분석 협업 활용,혜택 복지 일해 매월 통해 활동 유급 부여 룰루메딕 첫날 기념 창립 기념일 휴일 헌신 최대 장기 휴가 룰루 고객 직원 글로벌 트래블 케어 할인 혜택 첫날 기억 룰루메딕 위해 매달 세레머니 비용 최고 룰루 집중 위해 시차 출퇴근 운영 달리기 점심시간 운영 룰루 성장 응원 룰루 서재 도서 제도 운영 명절 명절 선물 룰루 위해 제도 운영 기쁨 슬픔 경조사 룰루 운영 위해 기기,,휴가 유연 근무 재택근무 의료 업계 평균 설립,마감 일상 채용,테헤란로,https://www.wanted.co.kr/wd/207044
23,크몽,사업 리드,,서비스 기획 운영 개선 프로 라이프 사이클 전반 관리 시장 조사 경쟁 분석 신규 서비스 기획 유저 데이터 서비스 운영 과정 분석 백오피스 개선 서비스 정책 수립 개발자 서비스 운영 매니저 스쿼드 조직 관리 채용 프로세스 서류 인터뷰 인터뷰 처우 협의 입사,자격 요건 프로젝트 기획 매니 모바일 비즈니스 도메인 데이터 문제 정의 개선 성과 협업 내외 이해 관계자 커뮤니케이션,우대 사항 초기 사업 성장 이커머스 스타트업 재직 전략 경영 컨설팅,혜택 복지 근무 직무 관련 교육비 원연 만원 연차 휴가 생일 점심 식권 대장 건강검진 장기 포상 명절 길드 모임 사내 추천 포상 강남역 인근 위치 출구 도보,,자기계발 커피 스낵바 유급 휴가 보너스 재택근무 건강검진 상위 설립 아시아 태평양 성장 누적 투자,마감 일상 채용,서울시 서초구 사임당로 타워 주크,https://www.wanted.co.kr/wd/228080
24,밀리 서재,콘텐츠 정산 매니저,,해당 포지션 콘텐츠 전반 담당 독서당 소속 연차 라운드 콘텐츠 전문 인력 구성 전자책 오디오북 오브 챗북 콘텐츠 관련 담당 콘텐츠 정산 비용 처리 담당 정산 데이터 관리 분석 계약서 등록 점검 담당,자격 요건 직무 세금 계산서 발행 발행 데이터 확인 정리 외부 관계자 출판사 직원 소통,우대 사항 플랫폼 정산 우대 영업 우대 관련 자격증 소지 우대 전산 회계 컴퓨터 활용 제출 서류 기술 포함 이력서 필수 제출 사항 이력서 성과 구체 명시 실무 담당 바탕 작성 형식 권장 전형 과정 서류 전형 면접 직무 면접 임원 처우 협의 최종 합격 면접 진행 위해 사전 과제 요청 드릴,혜택 복지 밀리 밀리 방식 만듭니 추구 시행착오 실수 인정 결과 만들기 위해 학습 동료 도전 밀리 비밀 소통 공유 수평 동료 신뢰 존중 동료 신뢰 퍼포먼스 유지 합리 모든 제도 밀리 자율 상대평가 최고 보상 경청 논란 일이 생각 근무 환경 복리 후생 스타일 출근 퇴근 스타일 조절 집중 근무 집중 충전 매월 수요일 전사 휴식 생일 식구 선물 생일 유급 휴가 동료 응원 동료 여행 경비 매달 문화 행사 밀리 투게더 운영 회식 일터 만들기 위해 다방면 점심 식사 야근 저녁 식사 비용 회사 현황 사적 공유 밀리 리뷰 통해 회사 궁금증 해소 밀리 서재 주요 개발 언어 프론트엔드 백엔드 안드로이드 데이터 베이스 인프라 밀리 서재 다양성 존중 취업규칙 통해 출신 성별 나이 장애 인종 종교 가족 형태 정체 일체 차별 금지 입사 과정 사실 은폐 거나 허위 내용 작성 진술 경우 채용 취소 장애인 국가 유공 관계 법령 우대 밀리 서재 계약 기간 개월 운영,,유급 휴가 자기계발 설립 선도 기업 상위 인원,마감 일상 채용,서울시 마포구 양화로 세아 타워,https://www.wanted.co.kr/wd/235740
25,화해 버드,,,문제 해결 과제 전반 데이터 가설 설정 검증 과제 솔루션 도출 요건 정의 과제 매니,자격 요건 전사 방향 제품 비즈니스 과제 도출 형태 고객 비즈니스 문제 해결 사고 바탕 문제 해결 논리 커뮤니케이션 협업 목표 달성 의지,우대 사항 성공 의미 실패 보유 화해 서비스 비즈니스 관심 이해도 뷰티 산업 관심 이해도,혜택 복지 환경 하이브리드 근무 제도 재택 근무 시차 출퇴근 운영 자율 출근 자율 좌석 시행 사내 스낵바 운영 음료 간식 무한 오피스 출근 식비 만원 급여 별도 연간 만원 보상 생일 입사 기념일 상품권 명절 상여금 세미나 컨퍼런스 교육 참가 도서 구입 학습 성장 자기계발 건강 가족 무한 자율 휴가 사용 연속 최대 직원 단체 상해 보험 가입 본인 건강검진 무료 가족 할인 혜택 경조 휴가 결혼 출산 조사 아빠 휴가 배우자 출산 휴가 개월 유급,,건강검진 보너스 자기계발 커피 스낵바 상위 설립 선도 기업,마감 일상 채용,서울 서초구 서초대로 강남 빌딩,https://www.wanted.co.kr/wd/234401
